model,timeframe,dtype,coef,ci_lower,ci_upper,se
benton_1970,1970-2000,model_forcing,0.5872931451403894,0.5800013269652321,0.5945849633155468,0.003720315395488438
fletcher_1970,1970-2000,model_time,0.033333333333333555,0.03333333333333312,0.03333333333333399,2.2303587548273236e-16
fletcher_1970,1970-2000,model_forcing,0.4610419548178883,0.46103340248688096,0.4610505071488956,4.363434187412073e-06
landsberg_1970,1970-2024,model_time,0.006763580398119459,0.006732577600202534,0.006794583196036384,1.5817754039247364e-05
landsberg_1970,1970-2024,model_forcing,0.5393743257820927,0.5393743257820925,0.5393743257820928,5.664403186863044e-17
manabe_1970,1900-2000,model_time,0.006717181129877678,0.006114009147466618,0.007320353112288738,0.0003077408073525817
manabe_1970,1900-2000,model_forcing,0.6685989883699608,0.6664226353781978,0.6707753413617238,0.0011103841794709171
mitchell_1970,1969-2000,model_time,0.016770527859237893,0.013435026857486264,0.020106028860989524,0.001701786225383485
mitchell_1970,1969-2000,model_forcing,0.714721062190254,0.5130051374800033,0.9164369869005047,0.10291628811747484
pceq_1970,1970-2010,model_time,0.019444444444444563,0.019444444444444493,0.019444444444444632,3.540251991789402e-17
pceq_1970,1970-2010,model_forcing,0.6515044823275568,0.6515044823275566,0.6515044823275569,5.664403186863044e-17
lovelock_1971,1971-2000,model_time,0.028586206896551267,0.028586206896550673,0.02858620689655186,3.026915452979939e-16
lovelock_1971,1971-2000,model_forcing,0.5880537519518285,0.5880537519518283,0.5880537519518287,1.1328806373726087e-16
macdonald_1971,1971-2024,model_time,0.021800000000000132,0.02180000000000005,0.021800000000000215,4.2483023901472825e-17
macdonald_1971,1971-2024,model_forcing,0.5879180151024817,0.5879180151024815,0.5879180151024818,5.664403186863044e-17
matthews_1971,1971-2000,model_time,0.017241379310344557,0.017241379310344255,0.01724137931034486,1.54000961642839e-16
matthews_1971,1971-2000,model_forcing,0.5892495579815435,0.5892495579815434,0.5892495579815437,5.664403186863044e-17
rasool_1971,1970-2000,model_time,0.0033467741935484093,0.0032332018092163695,0.0034603465778804492,5.794509404695912e-05
rasool_1971,1970-2000,model_forcing,0.19680104382255015,0.18997845270752226,0.20362363493757804,0.0034809138341979047
budyko_1972_lower,1970-2000,model_time,0.01580133654072593,0.01494769541433858,0.016654977667113276,0.0004355311869323205
budyko_1972_lower,1970-2000,model_forcing,0.6339753437611262,0.5382358185761384,0.7297148689461139,0.048846696522952926
budyko_1972_median,1970-2000,model_time,0.01580133654072593,0.01494769541433858,0.016654977667113276,0.0004355311869323205
budyko_1972_median,1970-2000,model_forcing,0.5502028243644397,0.4899519525545348,0.6104536961743446,0.030740240719339253
budyko_1972_upper,1970-2000,model_time,0.01580133654072593,0.01494769541433858,0.016654977667113276,0.0004355311869323205
budyko_1972_upper,1970-2000,model_forcing,0.4859854589885329,0.4103033788429252,0.5616675391341406,0.03861330619673861
ferland_1972,1900-2000,model_time,0.00395038006867492,0.0035954823014990563,0.004305277835850783,0.00018107028937544055
ferland_1972,1900-2000,model_forcing,0.393694851463652,0.39369485146365196,0.3936948514636521,2.832201593431522e-17
machta_1972_a,1970-2000,model_time,0.016778306235882987,0.016034171185172343,0.01752244128659363,0.0003796607401584918
machta_1972_a,1970-2000,model_forcing,0.589615853088445,0.5896158530884449,0.5896158530884451,5.664403186863044e-17
machta_1972_b,1970-2000,model_time,0.016803025461963716,0.01603748990474846,0.017568561019178974,0.00039057936592615196
machta_1972_b,1970-2000,model_forcing,0.5007907366597514,0.5007907366597514,0.5007907366597514,0.0
nsb_1972_lower,1970-2020,model_time,0.004256703007182477,0.0042365804205968085,0.004276825593768146,1.026662580901477e-05
nsb_1972_lower,1970-2020,model_forcing,0.3179994268708516,0.31798498873202347,0.3180138650096797,7.366397361286313e-06
nsb_1972_median,1970-2020,model_time,0.012112764260797743,0.01201858325365844,0.012206945267937044,4.805153425474581e-05
nsb_1972_median,1970-2020,model_forcing,0.6508241521131612,0.650381711850794,0.6512665923755285,0.00022573482773840967
nsb_1972_upper,1970-2020,model_time,0.019968825514413004,0.019800583534764712,0.020137067494061297,8.583774471851662e-05
nsb_1972_upper,1970-2020,model_forcing,0.8376486201354301,0.8376394241521635,0.8376578161186966,4.691828197214868e-06
sawyer_1972,1969-2000,model_time,0.019296187683284803,0.019005297744902193,0.019587077621667413,0.0001484132338686787
sawyer_1972,1969-2000,model_forcing,0.5012309549814449,0.49434690135407156,0.5081150086088182,0.0035122722588639393
palmer_1973,1970-2000,model_time,0.016170219164177563,0.015450894169282737,0.01688954415907239,0.0003670025484157279
palmer_1973,1970-2000,model_forcing,0.6346713945215561,0.634671394521556,0.6346713945215562,5.664403186863044e-17
landsberg_1974,1974-2014,model_time,0.020823015480139585,0.01957125679617088,0.022074774164108288,0.0006386523897799507
landsberg_1974,1974-2014,model_forcing,0.6334346204747142,0.6146656655977805,0.652203575351648,0.00957599738619069
